StationID,StationName,Latitude,Longitude,Capacity,CurrentInventory,Optimal Inventory,Min UDF,UDF(0),UDF(1),UDF(2),UDF(3),UDF(4),UDF(5),UDF(6),UDF(7),UDF(8),UDF(9),UDF(10),UDF(11),UDF(12),UDF(13),UDF(14),UDF(15),UDF(16),UDF(17),UDF(18),UDF(19),UDF(20),UDF(21),UDF(22),UDF(23),UDF(24),UDF(25),UDF(26),UDF(27),UDF(28),UDF(29),UDF(30),UDF(31),UDF(32),UDF(33),UDF(34),UDF(35),UDF(36),UDF(37),UDF(38),UDF(39),UDF(40),UDF(41),UDF(42),UDF(43),UDF(44),UDF(45),UDF(46),UDF(47),UDF(48),UDF(49),UDF(50),UDF(51),UDF(52),UDF(53),UDF(54),UDF(55),UDF(56),UDF(57),UDF(58),UDF(59),UDF(60),UDF(61),UDF(62),UDF(63),UDF(64),UDF(65),UDF(66),UDF(67),UDF(68),UDF(69),UDF(70),UDF(71),UDF(72),UDF(73),UDF(74),UDF(75),UDF(76),UDF(77),UDF(78),UDF(79),UDF(80),UDF(81),UDF(82),UDF(83),UDF(84),UDF(85),UDF(86),UDF(87),UDF(88),UDF(89),UDF(90),UDF(91),UDF(92),UDF(93),UDF(94),UDF(95),UDF(96),UDF(97),UDF(98),UDF(99),UDF(100),UDF(101),UDF(102),UDF(103),UDF(104),UDF(105),UDF(106),UDF(107),UDF(108),UDF(109),UDF(110),UDF(111),UDF(112),UDF(113),UDF(114),UDF(115),UDF(116),UDF(117),UDF(118),UDF(119),UDF(120),UDF(121),UDF(122),UDF(123)
019138717bf95dd491461a9e3a10c185,Irwin Ave & W 232 St,40.88227,-73.90809,20,15,20,2.24870,3.38709,3.33382,3.28801,3.23391,3.17614,3.12293,3.07583,3.03056,2.98135,2.92417,2.85788,2.78399,2.70561,2.62640,2.54974,2.47821,2.41356,2.35691,2.30937,2.27254,2.24870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019ba8bbabfd919a52719ed738b4b3f1,Nassau Ave & Russell St,40.72557,-73.94434,51,46,38,46.32610,48.97470,48.71440,48.46580,48.27670,48.12940,48.01040,47.91210,47.82870,47.75530,47.68810,47.62440,47.56250,47.50150,47.44110,47.38130,47.32210,47.26370,47.20610,47.14940,47.09360,47.03880,46.98490,46.93190,46.87960,46.82830,46.77780,46.72820,46.67970,46.63250,46.58670,46.54290,46.50130,46.46250,46.42700,46.39550,46.36870,46.34760,46.33300,46.32610,46.32790,46.33970,46.36290,46.39920,46.45070,46.52070,46.61430,46.74040,46.91620,47.17240,47.54260,47.99510,48.33240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01b08d95d5980014234b0647fcce591a,Bulova Ave & Brooklyn Queens Expressway W,40.762507,-73.902534,19,3,6,14.85580,15.80010,15.46160,15.19520,15.01470,14.90790,14.85960,14.85580,14.88650,14.94400,15.02130,15.11220,15.21070,15.31170,15.41060,15.50470,15.59310,15.68020,15.78060,15.93350,16.19200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01d0568b839cf2fe05281f0c91648ad3,45 St & 4 Ave,40.649145,-74.009486,24,9,19,4.78124,5.79425,5.65230,5.55895,5.48382,5.41609,5.35381,5.29625,5.24269,5.19237,5.14456,5.09866,5.05420,5.01089,4.96861,4.92740,4.88759,4.85005,4.81666,4.79133,4.78124,4.79774,4.85549,4.96893,5.15328,5.44987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01fd1b84c1d36f31e3fdabe864d9728d,Watts St & Greenwich St,40.72405549,-74.00965965,35,22,24,2.76978,4.48101,4.18919,4.01238,3.88709,3.78862,3.70757,3.63641,3.56945,3.50316,3.43591,3.36752,3.29865,3.23038,3.16393,3.10044,3.04089,2.98611,2.93672,2.89322,2.85598,2.82523,2.80117,2.78388,2.77341,2.76978,2.77298,2.78302,2.79998,2.82398,2.85529,2.89453,2.94361,3.00829,3.10051,3.23560,3.45023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024003b114b28f42e4126d957d0fb865,Broadway & E 14 St,40.73454567,-73.99074142,114,4,9,71.92460,73.85980,73.66280,73.31180,72.91060,72.55400,72.28700,72.11020,72.00390,71.94720,71.92460,71.92620,71.94560,71.97860,72.02180,72.07280,72.12970,72.19070,72.25480,72.32080,72.38820,72.45620,72.52440,72.59240,72.66000,72.72680,72.79270,72.85750,72.92100,72.98330,73.04410,73.10340,73.16120,73.21750,73.27220,73.32530,73.37690,73.42700,73.47560,73.52290,73.56880,73.61350,73.65700,73.69950,73.74110,73.78180,73.82180,73.86130,73.90030,73.93900,73.97760,74.01600,74.05460,74.09340,74.13250,74.17210,74.21240,74.25330,74.29510,74.33780,74.38160,74.42660,74.47280,74.52040,74.56930,74.61980,74.67190,74.72550,74.78070,74.83760,74.89610,74.95620,75.01790,75.08110,75.14590,75.21200,75.27950,75.34820,75.41810,75.48910,75.56110,75.63400,75.70780,75.78250,75.85800,75.93420,76.01120,76.08910,76.16770,76.24710,76.32740,76.40850,76.49040,76.57320,76.65690,76.74140,76.82680,76.91310,77.00050,77.08910,77.17910,77.27100,77.36550,77.46330,77.56590,77.67510,77.79330,77.92360,78.06990,78.23680,78.43060,78.65990,78.93250,79.24330,79.55130,79.76380,,,,,,,,,
0243a8e61a86e32894867c42ebd883e6,Harrison Pl & Porter Ave,40.70686,-73.92851,20,16,9,8.44188,9.29540,8.97839,8.76633,8.63524,8.55489,8.50493,8.47297,8.45282,8.44245,8.44188,8.45167,8.47197,8.50217,8.54094,8.58653,8.63721,8.69184,8.75171,8.82635,8.94764,9.17742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0247e4455157e703b2059b05e99b1583,W 87 St & West End Ave,40.789622,-73.97757,47,20,36,50.73400,53.59190,53.29460,53.03920,52.90190,52.82860,52.77630,52.72710,52.67460,52.61640,52.55180,52.48080,52.40370,52.32150,52.23540,52.14670,52.05690,51.96730,51.87910,51.79330,51.71060,51.63110,51.55480,51.48140,51.41040,51.34120,51.27320,51.20600,51.13930,51.07320,51.00820,50.94520,50.88600,50.83250,50.78750,50.75390,50.73510,50.73400,50.75330,50.79530,50.86150,50.95390,51.07470,51.22690,51.41360,51.63930,51.91510,52.25930,52.60460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02797dd509e43c7c460ee990b7fa83a9,3 Ave & E 109 St,40.79338,-73.94329,25,18,21,8.89440,10.55230,10.29950,10.17370,10.10270,10.04710,9.99502,9.94099,9.88178,9.81545,9.74120,9.65931,9.57103,9.47836,9.38377,9.28994,9.19957,9.11530,9.03983,8.97606,8.92733,8.89798,8.89440,8.92757,9.01760,9.20414,9.51956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02bf7e13e59999365fcd5ee33a58c319,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,56,51,42,15.41120,17.69510,17.43660,17.28090,17.19270,17.12390,17.05970,16.99680,16.93460,16.87320,16.81260,16.75330,16.69540,16.63910,16.58450,16.53150,16.48000,16.43000,16.38130,16.33360,16.28680,16.24070,16.19510,16.14990,16.10510,16.06040,16.01590,15.97160,15.92750,15.88350,15.83980,15.79650,15.75350,15.71110,15.66950,15.62870,15.58930,15.55150,15.51600,15.48350,15.45530,15.43270,15.41740,15.41120,15.41590,15.43310,15.46410,15.51010,15.57260,15.65340,15.75560,15.88310,16.04130,16.23780,16.48130,16.77830,17.13480,17.50890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02c41dad36a8b93e2b1c99e55e460703,E 9 St & Ave C,40.72521311,-73.97768752,50,13,39,61.01560,64.82570,64.56540,64.21850,63.89990,63.63570,63.41370,63.21900,63.04350,62.88350,62.73770,62.60550,62.48630,62.37950,62.28380,62.19800,62.12070,62.05040,61.98570,61.92520,61.86800,61.81290,61.75910,61.70620,61.65360,61.60110,61.54870,61.49630,61.44410,61.39250,61.34180,61.29260,61.24540,61.20080,61.15940,61.12190,61.08890,61.06110,61.03910,61.02360,61.01560,61.01600,61.02640,61.04910,61.08820,61.15120,61.25250,61.41630,61.67100,62.02090,62.39570,62.64310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02e2c079a927c88fc457a1374d36df67,Marcy Ave & Gates Ave,40.686679,-73.947417,21,5,10,20.49090,21.17820,21.05020,20.96180,20.88130,20.80130,20.72310,20.64970,20.58490,20.53330,20.50000,20.49090,20.51240,20.57130,20.67380,20.82350,21.01980,21.25850,21.53800,21.87400,22.30770,22.84100,23.26120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
031bb2c346f58969d432ed5ddc0891f5,Beverley Rd & Flatbush Ave,40.64499,-73.95818,30,25,10,13.69610,14.30440,14.08190,13.96990,13.90120,13.84520,13.79780,13.75900,13.72930,13.70890,13.69780,13.69610,13.70390,13.72160,13.74920,13.78680,13.83420,13.89090,13.95620,14.02930,14.10920,14.19580,14.28900,14.39000,14.50050,14.62310,14.76150,14.92000,15.10460,15.32970,15.63680,16.02450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032adb4e82f406f3e04c4b40c2f43e96,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,27,4,5,34.61170,35.46690,35.16020,34.88430,34.71910,34.63900,34.61170,34.61420,34.63330,34.66220,34.69790,34.73920,34.78540,34.83570,34.88940,34.94520,35.00210,35.05900,35.11480,35.16900,35.22180,35.27410,35.32770,35.38650,35.45960,35.56890,35.76010,36.07200,36.38780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0359e3baa47255485ec2eb5bf9418c1f,E 149 St & Park Ave,40.818154,-73.925294,27,6,7,16.90590,18.03690,17.65150,17.29610,17.09600,16.99520,16.94250,16.91560,16.90590,16.90840,16.91930,16.93550,16.95510,16.97650,16.99900,17.02230,17.04660,17.07260,17.10170,17.13570,17.17640,17.22590,17.28550,17.35560,17.43600,17.52660,17.63430,17.79130,18.02270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
037ce5b82294ef582b39ed70a863a9cd,Sheridan Ave & E 168 St,40.835334,-73.9154,22,0,15,6.97252,8.16913,7.89446,7.71516,7.60087,7.51275,7.43572,7.36455,7.29753,7.23438,7.17547,7.12159,7.07380,7.03337,7.00179,6.98078,6.97252,6.97998,7.00782,7.06372,7.16154,7.33079,7.62464,7.99905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0381679de56e56714ad19c68930d708b,Dyckman St & Henshaw St,40.867357,-73.92936,19,7,12,0.46533,0.83728,0.74276,0.69783,0.66131,0.62780,0.59654,0.56701,0.53895,0.51297,0.49071,0.47424,0.46539,0.46533,0.47444,0.49261,0.51982,0.55717,0.60849,0.68078,0.79724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03a01504efc5cf418c8001828a179cf3,Hudson St & Reade St,40.71625008,-74.0091059,55,13,40,22.76670,25.22330,24.89450,24.62490,24.45650,24.34840,24.27290,24.21440,24.16410,24.11720,24.07090,24.02410,23.97620,23.92680,23.87590,23.82370,23.77010,23.71550,23.66000,23.60400,23.54770,23.49150,23.43580,23.38090,23.32690,23.27440,23.22330,23.17400,23.12660,23.08130,23.03810,22.99730,22.95890,22.92320,22.89030,22.86050,22.83420,22.81170,22.79340,22.77960,22.77070,22.76670,22.76780,22.77380,22.78430,22.79880,22.81660,22.83730,22.86050,22.88680,22.91800,22.95840,23.01530,23.10210,23.24590,23.49250,23.80900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03a28341ce7760f95b2a2ca12f5cc994,E 106 St & 1 Ave,40.7892529,-73.93956237,26,18,20,21.80690,23.00340,22.85910,22.77730,22.71060,22.64840,22.58870,22.53130,22.47550,22.42100,22.36700,22.31290,22.25790,22.20150,22.14370,22.08500,22.02610,21.96870,21.91460,21.86670,21.82890,21.80690,21.80900,21.84620,21.93140,22.08490,22.35370,22.75160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03c16d01903ee987e6b47a522cd8bb73,E 1 St & Bowery,40.7248612225482,-73.9921313524246,44,36,21,29.47350,32.45790,32.16550,31.75440,31.36430,31.03460,30.75950,30.52950,30.33830,30.18030,30.04930,29.93990,29.84730,29.76830,29.70070,29.64310,29.59460,29.55480,29.52320,29.49950,29.48360,29.47500,29.47350,29.47850,29.48960,29.50630,29.52800,29.55430,29.58460,29.61840,29.65520,29.69450,29.73610,29.77950,29.82450,29.87100,29.91910,29.96920,30.02250,30.08160,30.15270,30.24950,30.39790,30.62660,30.92100,31.15730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03e019e9196565fff548088c8662200e,DeKalb Ave & Franklin Ave,40.6906480708294,-73.9574617892504,19,10,5,17.16570,17.48040,17.32240,17.23130,17.19260,17.17410,17.16570,17.16670,17.17920,17.20590,17.25020,17.31580,17.40690,17.52820,17.68550,17.88700,18.14550,18.48320,18.92630,19.44390,19.82920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03f969f57a417050a6590ccb1770694a,Melrose Ave & E 150 St,40.816827,-73.917338,31,10,2,16.57560,16.91340,16.65530,16.57560,16.58900,16.63830,16.69980,16.76400,16.82770,16.89020,16.95140,17.01180,17.07180,17.13200,17.19290,17.25480,17.31830,17.38330,17.44990,17.51810,17.58770,17.65880,17.73180,17.80820,17.89030,17.98180,18.08560,18.20230,18.32720,18.45090,18.56510,18.68730,18.90640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043c233c6f1b567de38ed1f83c23b69e,Botanical Sq & Webster Ave,40.86814,-73.88145,32,24,20,1.75721,2.85008,2.61811,2.52464,2.47116,2.42137,2.36625,2.30401,2.23640,2.16685,2.09902,2.03580,1.97890,1.92904,1.88621,1.85007,1.82022,1.79636,1.77825,1.76577,1.75879,1.75721,1.76090,1.76968,1.78338,1.80177,1.82467,1.85189,1.88336,1.91958,1.96328,2.02556,2.13876,2.35366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0444c7c8a330c1068c998053b9ad5ce6,E 23 St & 1 Ave,40.736502,-73.97809472,27,11,20,47.91050,49.88860,49.62510,49.35970,49.17970,49.05700,48.95840,48.86900,48.78380,48.70130,48.62080,48.54140,48.46240,48.38340,48.30420,48.22540,48.14830,48.07500,48.00890,47.95480,47.91940,47.91050,47.93680,48.00710,48.13180,48.32930,48.62750,49.01710,49.34130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048a59cf72ba6908c588e3b25dc05ff4,Buchanan Pl & Grand Ave,40.85834,-73.90626,21,3,14,2.22118,3.02765,2.84264,2.76275,2.70538,2.65158,2.59885,2.54674,2.49513,2.44415,2.39425,2.34632,2.30200,2.26386,2.23546,2.22118,2.22560,2.25336,2.31117,2.41415,2.59041,2.85468,3.16073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04f2605aedfbf521f9ee94c23162f3df,Flatbush Ave & Ocean Ave,40.663657,-73.963014,41,0,3,5.12696,5.41521,5.24027,5.15538,5.12696,5.12971,5.15106,5.18454,5.22621,5.27355,5.32494,5.37935,5.43605,5.49448,5.55413,5.61454,5.67525,5.73581,5.79581,5.85490,5.91277,5.96925,6.02422,6.07770,6.12977,6.18060,6.23040,6.27943,6.32795,6.37625,6.42465,6.47345,6.52301,6.57371,6.62606,6.68095,6.74003,6.80671,6.88826,7.00241,7.19497,7.54039,7.95821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050b9e525a1ea63ab14bc33488311fc2,Halsey St & Evergreen Ave,40.68858,-73.91227,22,10,11,7.64963,8.42296,8.22817,8.10598,8.02308,7.95574,7.89475,7.83778,7.78485,7.73696,7.69612,7.66550,7.64963,7.65424,7.68565,7.74963,7.84991,7.98691,8.15758,8.35812,8.59351,8.89734,9.32206,9.75107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0549d72407dd6bd460a627c469a106d3,Southern Blvd & E 174 St,40.836733,-73.887931,27,5,10,3.60507,4.47861,4.16896,3.95838,3.84403,3.77169,3.71839,3.67713,3.64584,3.62374,3.61032,3.60507,3.60752,3.61723,3.63383,3.65707,3.68688,3.72355,3.76789,3.82149,3.88664,3.96583,4.06062,4.17024,4.29158,4.42434,4.58837,4.84288,5.17573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
